"","EV","ERV","FWER","FDR","Power"
"split_gam5_B=20select=0.99",10.5915,5,0,0.679246279749076,0
"carve_gam30_B=20select=0.99",10.5915,5,0,0.679246279749076,0.286
"split_gam30_B=20select=0.99",10.5915,5,0,0.679246279749076,0
"carve_gam5_B=50select=0.5",11.228,4.4994,0,0.713910977125225,0.76
"split_gam5_B=50select=0.5",11.228,4.4994,0,0.713910977125225,0
"carve_gam30_B=50select=0.5",11.228,4.4994,0,0.713910977125225,0.744
"split_gam30_B=50select=0.5",11.228,4.4994,0,0.713910977125225,0
"carve_gam5_B=50select=0.75",10.6914,4.9648,0,0.682875863478517,0.704
"split_gam5_B=50select=0.75",10.6914,4.9648,0,0.682875863478517,0
"carve_gam30_B=50select=0.75",10.6914,4.9648,0,0.682875863478517,0.75
"split_gam30_B=50select=0.75",10.6914,4.9648,0,0.682875863478517,0
"carve_gam5_B=50select=0.9",10.623,4.9998,0,0.679951503718598,0.674
"split_gam5_B=50select=0.9",10.623,4.9998,0,0.679951503718598,0
"carve_gam30_B=50select=0.9",10.623,4.9998,0,0.679951503718598,0.712
"split_gam30_B=50select=0.9",10.623,4.9998,0,0.679951503718598,0
"carve_gam5_B=50select=0.95",10.5898,5,0,0.679254575710598,0.748
"split_gam5_B=50select=0.95",10.5898,5,0,0.679254575710598,0
"carve_gam30_B=50select=0.95",10.5898,5,0,0.679254575710598,0.68
"split_gam30_B=50select=0.95",10.5898,5,0,0.679254575710598,0
"carve_gam5_B=50select=0.99",10.5808,5,0,0.679040807151546,0.41
"split_gam5_B=50select=0.99",10.5808,5,0,0.679040807151546,0
"carve_gam30_B=50select=0.99",10.5808,5,0,0.679040807151546,0.266
"split_gam30_B=50select=0.99",10.5808,5,0,0.679040807151546,0
