"","EV","ERV","FWER","FDR","Power"
"split_gam30_B=50select=0.9nActive=50",6.9374,8.4458,0,0.451052259280146,0
"carve_gam5_B=50select=0.9nActive=10",8.2052,7.271,0,0.530124004028899,0.05
"split_gam5_B=50select=0.9nActive=10",8.2052,7.271,0,0.530124004028899,0
"carve_gam30_B=50select=0.9nActive=10",8.2052,7.271,0,0.530124004028899,0.03
"split_gam30_B=50select=0.9nActive=10",8.2052,7.271,0,0.530124004028899,0
"carve_gam5_B=50select=0.95nActive=5",11.2542,4.1102,0,0.732563925415904,0.078
"split_gam5_B=50select=0.95nActive=5",11.2542,4.1102,0,0.732563925415904,0
"carve_gam30_B=50select=0.95nActive=5",11.2542,4.1102,0,0.732563925415904,0.032
"split_gam30_B=50select=0.95nActive=5",11.2542,4.1102,0,0.732563925415904,0
"carve_gam5_B=50select=0.95nActive=2",13.3458,2,0,0.869656073145118,0.925
"split_gam5_B=50select=0.95nActive=2",13.3458,2,0,0.869656073145118,0
"carve_gam30_B=50select=0.95nActive=2",13.3458,2,0,0.869656073145118,0.86
"split_gam30_B=50select=0.95nActive=2",13.3458,2,0,0.869656073145118,0
"carve_gam5_B=50select=0.95nActive=50",6.7796,8.6184,0.02,0.440330614393486,4e-04
"split_gam5_B=50select=0.95nActive=50",6.7796,8.6184,0,0.440330614393486,0
"carve_gam30_B=50select=0.95nActive=50",6.7796,8.6184,0.02,0.440330614393486,0
"split_gam30_B=50select=0.95nActive=50",6.7796,8.6184,0,0.440330614393486,0
"carve_gam5_B=50select=0.95nActive=10",7.8074,7.6574,0,0.504826876897233,0.044
"split_gam5_B=50select=0.95nActive=10",7.8074,7.6574,0,0.504826876897233,0
"carve_gam30_B=50select=0.95nActive=10",7.8074,7.6574,0,0.504826876897233,0.025
"split_gam30_B=50select=0.95nActive=10",7.8074,7.6574,0,0.504826876897233,0
"carve_gam5_B=50select=0.99nActive=5",11.0158,4.3138,0,0.718642401624723,0.018
"split_gam5_B=50select=0.99nActive=5",11.0158,4.3138,0,0.718642401624723,0
"carve_gam30_B=50select=0.99nActive=5",11.0158,4.3138,0,0.718642401624723,0.012
"split_gam30_B=50select=0.99nActive=5",11.0158,4.3138,0,0.718642401624723,0
"carve_gam5_B=50select=0.99nActive=2",13.3462,2,0,0.869618465615023,0.515
"split_gam5_B=50select=0.99nActive=2",13.3462,2,0,0.869618465615023,0
"carve_gam30_B=50select=0.99nActive=2",13.3462,2,0,0.869618465615023,0.38
"split_gam30_B=50select=0.99nActive=2",13.3462,2,0,0.869618465615023,0
"carve_gam5_B=50select=0.99nActive=50",6.7048,8.7062,0,0.434970237009141,0
"split_gam5_B=50select=0.99nActive=50",6.7048,8.7062,0,0.434970237009141,0
"carve_gam30_B=50select=0.99nActive=50",6.7048,8.7062,0,0.434970237009141,0
"split_gam30_B=50select=0.99nActive=50",6.7048,8.7062,0,0.434970237009141,0
"carve_gam5_B=50select=0.99nActive=10",7.677,7.7662,0,0.497083661963216,0.012
"split_gam5_B=50select=0.99nActive=10",7.677,7.7662,0,0.497083661963216,0
"carve_gam30_B=50select=0.99nActive=10",7.677,7.7662,0,0.497083661963216,0.007
"split_gam30_B=50select=0.99nActive=10",7.677,7.7662,0,0.497083661963216,0
