"","EV","ERV","FWER","FDR","Power"
"carve_gam30_B=10select=0.75",13.406,1.949,0,0.873049103091669,0.018
"split_gam30_B=10select=0.75",13.406,1.949,0,0.873049103091669,0
"carve_gam5_B=10select=0.9",13.047,2.185,0.1,0.856690099251156,0.016
"split_gam5_B=10select=0.9",13.047,2.185,0,0.856690099251156,0
"carve_gam30_B=10select=0.9",13.047,2.185,0.01,0.856690099251156,0.008
"split_gam30_B=10select=0.9",13.047,2.185,0,0.856690099251156,0
"carve_gam5_B=10select=0.95",12.83,2.405,0.02,0.842079342993777,0.016
"split_gam5_B=10select=0.95",12.83,2.405,0,0.842079342993777,0
"carve_gam30_B=10select=0.95",12.83,2.405,0.01,0.842079342993777,0.004
"split_gam30_B=10select=0.95",12.83,2.405,0,0.842079342993777,0
"carve_gam5_B=10select=0.99",12.795,2.464,0.03,0.838641144943134,0.006
"split_gam5_B=10select=0.99",12.795,2.464,0,0.838641144943134,0
"carve_gam30_B=10select=0.99",12.795,2.464,0.01,0.838641144943134,0.002
"split_gam30_B=10select=0.99",12.795,2.464,0,0.838641144943134,0
"carve_gam5_B=20select=0.5",14.0605,1.448,0.1,0.906722169378518,0.04
"split_gam5_B=20select=0.5",14.0605,1.448,0,0.906722169378518,0
"carve_gam30_B=20select=0.5",14.0605,1.448,0,0.906722169378518,0.022
"split_gam30_B=20select=0.5",14.0605,1.448,0,0.906722169378518,0
"carve_gam5_B=20select=0.75",13.397,1.958,0.04,0.872500279968528,0.046
"split_gam5_B=20select=0.75",13.397,1.958,0.14,0.872500279968528,0.056
"carve_gam30_B=20select=0.75",13.397,1.958,0,0.872500279968528,0.018
"split_gam30_B=20select=0.75",13.397,1.958,0,0.872500279968528,0
"carve_gam5_B=20select=0.9",13.0485,2.1835,0.03,0.856784430037448,0.014
"split_gam5_B=20select=0.9",13.0485,2.1835,0,0.856784430037448,0
"carve_gam30_B=20select=0.9",13.0485,2.1835,0,0.856784430037448,0.006
"split_gam30_B=20select=0.9",13.0485,2.1835,0,0.856784430037448,0
"carve_gam5_B=20select=0.95",12.836,2.4025,0.02,0.842374504558854,0.014
"split_gam5_B=20select=0.95",12.836,2.4025,0,0.842374504558854,0
"carve_gam30_B=20select=0.95",12.836,2.4025,0,0.842374504558854,0.002
"split_gam30_B=20select=0.95",12.836,2.4025,0,0.842374504558854,0
"carve_gam5_B=20select=0.99",12.798,2.4575,0.01,0.839071795198156,0.002
"split_gam5_B=20select=0.99",12.798,2.4575,0,0.839071795198156,0
"carve_gam30_B=20select=0.99",12.798,2.4575,0.01,0.839071795198156,0.002
"split_gam30_B=20select=0.99",12.798,2.4575,0,0.839071795198156,0
"carve_gam5_B=50select=0.5",14.074,1.4444,0.08,0.906950317617275,0.04
"split_gam5_B=50select=0.5",14.074,1.4444,0,0.906950317617275,0
"carve_gam30_B=50select=0.5",14.074,1.4444,0.01,0.906950317617275,0.02
"split_gam30_B=50select=0.5",14.074,1.4444,0,0.906950317617275,0
"carve_gam5_B=50select=0.75",13.384,1.9434,0.04,0.873292733860466,0.048
"split_gam5_B=50select=0.75",13.384,1.9434,0,0.873292733860466,0
"carve_gam30_B=50select=0.75",13.384,1.9434,0,0.873292733860466,0.024
"split_gam30_B=50select=0.75",13.384,1.9434,0,0.873292733860466,0
"carve_gam5_B=50select=0.9",13.0636,2.1846,0.02,0.856844071367464,0.018
"split_gam5_B=50select=0.9",13.0636,2.1846,0,0.856844071367464,0
"carve_gam30_B=50select=0.9",13.0636,2.1846,0,0.856844071367464,0.008
"split_gam30_B=50select=0.9",13.0636,2.1846,0,0.856844071367464,0
"carve_gam5_B=50select=0.95",12.8258,2.4034,0.01,0.842302705119711,0.01
"split_gam5_B=50select=0.95",12.8258,2.4034,0,0.842302705119711,0
"carve_gam30_B=50select=0.95",12.8258,2.4034,0,0.842302705119711,0.002
"split_gam30_B=50select=0.95",12.8258,2.4034,0,0.842302705119711,0
"carve_gam5_B=50select=0.99",12.7926,2.4496,0.01,0.839527910662712,0.004
"split_gam5_B=50select=0.99",12.7926,2.4496,0,0.839527910662712,0
"carve_gam30_B=50select=0.99",12.7926,2.4496,0.01,0.839527910662712,0.002
"split_gam30_B=50select=0.99",12.7926,2.4496,0,0.839527910662712,0
