"","EV","ERV","FWER","FDR","Power"
"split_gam5_B=20select=0.5n=50p=1000",6.944,0.753,0,0.902120679769523,0
"carve_gam30_B=20select=0.5n=50p=1000",6.944,0.753,0,0.902120679769523,0.004
"split_gam30_B=20select=0.5n=50p=1000",6.944,0.753,0,0.902120679769523,0
"carve_gam5_B=20select=0.75n=100p=200",11.9075,3.4815,0.03,0.773773740669659,0.186
"split_gam5_B=20select=0.75n=100p=200",11.9075,3.4815,0.12,0.773773740669659,0.076
"carve_gam30_B=20select=0.75n=100p=200",11.9075,3.4815,0,0.773773740669659,0.122
"split_gam30_B=20select=0.75n=100p=200",11.9075,3.4815,0,0.773773740669659,0
"carve_gam5_B=20select=0.75n=50p=200",4.8845,2.8485,0,0.631584109974193,0.064
"split_gam5_B=20select=0.75n=50p=200",4.8845,2.8485,0,0.631584109974193,0
"carve_gam30_B=20select=0.75n=50p=200",4.8845,2.8485,0,0.631584109974193,0.034
"split_gam30_B=20select=0.75n=50p=200",4.8845,2.8485,0,0.631584109974193,0
"carve_gam5_B=20select=0.75n=100p=133",10.6675,4.957,0,0.682716337101661,0.348
"split_gam5_B=20select=0.75n=100p=133",10.6675,4.957,0,0.682716337101661,0
"carve_gam30_B=20select=0.75n=100p=133",10.6675,4.957,0,0.682716337101661,0.44
"split_gam30_B=20select=0.75n=100p=133",10.6675,4.957,0,0.682716337101661,0
"carve_gam5_B=20select=0.75n=200p=200",10.3685,4.999,0,0.674665490135909,0.998
"split_gam5_B=20select=0.75n=200p=200",10.3685,4.999,0.11,0.674665490135909,0.11
"carve_gam30_B=20select=0.75n=200p=200",10.3685,4.999,0,0.674665490135909,0.99
"split_gam30_B=20select=0.75n=200p=200",10.3685,4.999,0,0.674665490135909,0
"carve_gam5_B=20select=0.75n=600p=200",26.951,5,0.03,0.843494862229725,1
"split_gam5_B=20select=0.75n=600p=200",26.951,5,0,0.843494862229725,0
"carve_gam30_B=20select=0.75n=600p=200",26.951,5,0.01,0.843494862229725,1
"split_gam30_B=20select=0.75n=600p=200",26.951,5,0,0.843494862229725,0
"carve_gam5_B=20select=0.75n=50p=1000",6.2225,1.336,0.03,0.823295135900495,0.016
"split_gam5_B=20select=0.75n=50p=1000",6.2225,1.336,0.06,0.823295135900495,0.022
"carve_gam30_B=20select=0.75n=50p=1000",6.2225,1.336,0,0.823295135900495,0.002
"split_gam30_B=20select=0.75n=50p=1000",6.2225,1.336,0,0.823295135900495,0
"carve_gam5_B=20select=0.9n=100p=200",11.324,4.0365,0.02,0.737187819546649,0.128
"split_gam5_B=20select=0.9n=100p=200",11.324,4.0365,0,0.737187819546649,0
"carve_gam30_B=20select=0.9n=100p=200",11.324,4.0365,0,0.737187819546649,0.072
"split_gam30_B=20select=0.9n=100p=200",11.324,4.0365,0,0.737187819546649,0
"carve_gam5_B=20select=0.9n=50p=200",4.47,3.2335,0,0.580272698669884,0.05
"split_gam5_B=20select=0.9n=50p=200",4.47,3.2335,0,0.580272698669884,0
"carve_gam30_B=20select=0.9n=50p=200",4.47,3.2335,0,0.580272698669884,0.032
"split_gam30_B=20select=0.9n=50p=200",4.47,3.2335,0,0.580272698669884,0
"carve_gam5_B=20select=0.9n=100p=133",10.524,4.995,0,0.67808769308361,0.356
"split_gam5_B=20select=0.9n=100p=133",10.524,4.995,0,0.67808769308361,0
"carve_gam30_B=20select=0.9n=100p=133",10.524,4.995,0,0.67808769308361,0.44
"split_gam30_B=20select=0.9n=100p=133",10.524,4.995,0,0.67808769308361,0
"carve_gam5_B=20select=0.9n=200p=200",10.3255,5,0.01,0.673683392553793,0.994
"split_gam5_B=20select=0.9n=200p=200",10.3255,5,0,0.673683392553793,0
"carve_gam30_B=20select=0.9n=200p=200",10.3255,5,0.01,0.673683392553793,0.99
"split_gam30_B=20select=0.9n=200p=200",10.3255,5,0,0.673683392553793,0
"carve_gam5_B=20select=0.9n=600p=200",26.7445,5,0.01,0.842470494635265,1
"split_gam5_B=20select=0.9n=600p=200",26.7445,5,0,0.842470494635265,0
"carve_gam30_B=20select=0.9n=600p=200",26.7445,5,0,0.842470494635265,0.998
"split_gam30_B=20select=0.9n=600p=200",26.7445,5,0,0.842470494635265,0
"carve_gam5_B=20select=0.9n=50p=1000",5.6455,1.889,0.01,0.749656695460877,0.002
"split_gam5_B=20select=0.9n=50p=1000",5.6455,1.889,0,0.749656695460877,0
"carve_gam30_B=20select=0.9n=50p=1000",5.6455,1.889,0,0.749656695460877,0
"split_gam30_B=20select=0.9n=50p=1000",5.6455,1.889,0,0.749656695460877,0
"carve_gam5_B=20select=0.95n=100p=200",11.257,4.1035,0,0.732934068264741,0.078
"split_gam5_B=20select=0.95n=100p=200",11.257,4.1035,0,0.732934068264741,0
"carve_gam30_B=20select=0.95n=100p=200",11.257,4.1035,0,0.732934068264741,0.036
"split_gam30_B=20select=0.95n=100p=200",11.257,4.1035,0,0.732934068264741,0
"carve_gam5_B=20select=0.95n=50p=200",4.4125,3.2885,0,0.572759914348118,0.054
"split_gam5_B=20select=0.95n=50p=200",4.4125,3.2885,0,0.572759914348118,0
"carve_gam30_B=20select=0.95n=50p=200",4.4125,3.2885,0,0.572759914348118,0.036
"split_gam30_B=20select=0.95n=50p=200",4.4125,3.2885,0,0.572759914348118,0
"carve_gam5_B=20select=0.95n=100p=133",10.554,4.999,0,0.678536416284468,0.45
"split_gam5_B=20select=0.95n=100p=133",10.554,4.999,0,0.678536416284468,0
"carve_gam30_B=20select=0.95n=100p=133",10.554,4.999,0,0.678536416284468,0.382
"split_gam30_B=20select=0.95n=100p=133",10.554,4.999,0,0.678536416284468,0
"carve_gam5_B=20select=0.95n=200p=200",10.3415,5,0,0.674003309142084,0.984
"split_gam5_B=20select=0.95n=200p=200",10.3415,5,0,0.674003309142084,0
"carve_gam30_B=20select=0.95n=200p=200",10.3415,5,0,0.674003309142084,0.976
"split_gam30_B=20select=0.95n=200p=200",10.3415,5,0,0.674003309142084,0
"carve_gam5_B=20select=0.95n=600p=200",26.6935,5,0.01,0.842216674884539,0.982
"split_gam5_B=20select=0.95n=600p=200",26.6935,5,0,0.842216674884539,0
"carve_gam30_B=20select=0.95n=600p=200",26.6935,5,0,0.842216674884539,0.968
"split_gam30_B=20select=0.95n=600p=200",26.6935,5,0,0.842216674884539,0
"carve_gam5_B=20select=0.95n=50p=1000",5.556,1.9415,0.01,0.741817600934774,0.018
"split_gam5_B=20select=0.95n=50p=1000",5.556,1.9415,0,0.741817600934774,0
"carve_gam30_B=20select=0.95n=50p=1000",5.556,1.9415,0.01,0.741817600934774,0
"split_gam30_B=20select=0.95n=50p=1000",5.556,1.9415,0,0.741817600934774,0
"carve_gam5_B=20select=0.99n=100p=200",11.03,4.3055,0,0.719247151310684,0.022
"split_gam5_B=20select=0.99n=100p=200",11.03,4.3055,0,0.719247151310684,0
"carve_gam30_B=20select=0.99n=100p=200",11.03,4.3055,0,0.719247151310684,0.022
"split_gam30_B=20select=0.99n=100p=200",11.03,4.3055,0,0.719247151310684,0
"carve_gam5_B=20select=0.99n=50p=200",4.3625,3.306,0.01,0.568975608476735,0.066
"split_gam5_B=20select=0.99n=50p=200",4.3625,3.306,0,0.568975608476735,0
"carve_gam30_B=20select=0.99n=50p=200",4.3625,3.306,0,0.568975608476735,0.044
"split_gam30_B=20select=0.99n=50p=200",4.3625,3.306,0,0.568975608476735,0
"carve_gam5_B=20select=0.99n=100p=133",10.5535,4.9995,0,0.678476465911303,0.262
"split_gam5_B=20select=0.99n=100p=133",10.5535,4.9995,0,0.678476465911303,0
"carve_gam30_B=20select=0.99n=100p=133",10.5535,4.9995,0,0.678476465911303,0.208
"split_gam30_B=20select=0.99n=100p=133",10.5535,4.9995,0,0.678476465911303,0
"carve_gam5_B=20select=0.99n=200p=200",10.2505,5,0,0.672021397742485,0.956
"split_gam5_B=20select=0.99n=200p=200",10.2505,5,0,0.672021397742485,0
"carve_gam30_B=20select=0.99n=200p=200",10.2505,5,0,0.672021397742485,0.906
"split_gam30_B=20select=0.99n=200p=200",10.2505,5,0,0.672021397742485,0
"carve_gam5_B=20select=0.99n=600p=200",26.7875,5,0.01,0.842681112477099,0.446
"split_gam5_B=20select=0.99n=600p=200",26.7875,5,0,0.842681112477099,0
"carve_gam30_B=20select=0.99n=600p=200",26.7875,5,0.01,0.842681112477099,0.384
"split_gam30_B=20select=0.99n=600p=200",26.7875,5,0,0.842681112477099,0
"carve_gam5_B=20select=0.99n=50p=1000",5.379,2.1455,0.01,0.714850064847853,0.004
"split_gam5_B=20select=0.99n=50p=1000",5.379,2.1455,0,0.714850064847853,0
"carve_gam30_B=20select=0.99n=50p=1000",5.379,2.1455,0,0.714850064847853,0
"split_gam30_B=20select=0.99n=50p=1000",5.379,2.1455,0,0.714850064847853,0
"carve_gam5_B=50select=0.5n=100p=200",13.0082,2.5516,0.06,0.836050885686303,0.176
"split_gam5_B=50select=0.5n=100p=200",13.0082,2.5516,0,0.836050885686303,0
"carve_gam30_B=50select=0.5n=100p=200",13.0082,2.5516,0,0.836050885686303,0.084
"split_gam30_B=50select=0.5n=100p=200",13.0082,2.5516,0,0.836050885686303,0
"carve_gam5_B=50select=0.5n=50p=200",5.8834,1.9196,0,0.753986192775546,0.084
"split_gam5_B=50select=0.5n=50p=200",5.8834,1.9196,0,0.753986192775546,0
"carve_gam30_B=50select=0.5n=50p=200",5.8834,1.9196,0,0.753986192775546,0.034
"split_gam30_B=50select=0.5n=50p=200",5.8834,1.9196,0,0.753986192775546,0
"carve_gam5_B=50select=0.5n=100p=133",11.2496,4.4434,0.01,0.71684976471716,0.62
"split_gam5_B=50select=0.5n=100p=133",11.2496,4.4434,0,0.71684976471716,0
"carve_gam30_B=50select=0.5n=100p=133",11.2496,4.4434,0,0.71684976471716,0.456
"split_gam30_B=50select=0.5n=100p=133",11.2496,4.4434,0,0.71684976471716,0
"carve_gam5_B=50select=0.5n=200p=200",10.586,4.919,0.01,0.682741693927754,0.998
"split_gam5_B=50select=0.5n=200p=200",10.586,4.919,0.01,0.682741693927754,0.092
"carve_gam30_B=50select=0.5n=200p=200",10.586,4.919,0,0.682741693927754,0.988
"split_gam30_B=50select=0.5n=200p=200",10.586,4.919,0,0.682741693927754,0.138
"carve_gam5_B=50select=0.5n=600p=200",27.3626,4.994,0.05,0.845654376392108,1
"split_gam5_B=50select=0.5n=600p=200",27.3626,4.994,0,0.845654376392108,0
"carve_gam30_B=50select=0.5n=600p=200",27.3626,4.994,0,0.845654376392108,0.986
"split_gam30_B=50select=0.5n=600p=200",27.3626,4.994,0,0.845654376392108,0
"carve_gam5_B=50select=0.5n=50p=1000",6.9596,0.7472,0,0.903034159421227,0.02
"split_gam5_B=50select=0.5n=50p=1000",6.9596,0.7472,0,0.903034159421227,0
"carve_gam30_B=50select=0.5n=50p=1000",6.9596,0.7472,0,0.903034159421227,0.002
"split_gam30_B=50select=0.5n=50p=1000",6.9596,0.7472,0,0.903034159421227,0
"carve_gam5_B=50select=0.75n=100p=200",11.9436,3.456,0.04,0.775592371198911,0.192
"split_gam5_B=50select=0.75n=100p=200",11.9436,3.456,0,0.775592371198911,0
"carve_gam30_B=50select=0.75n=100p=200",11.9436,3.456,0.01,0.775592371198911,0.118
"split_gam30_B=50select=0.75n=100p=200",11.9436,3.456,0,0.775592371198911,0
"carve_gam5_B=50select=0.75n=50p=200",4.8976,2.838,0,0.633137279352539,0.036
"split_gam5_B=50select=0.75n=50p=200",4.8976,2.838,0,0.633137279352539,0
"carve_gam30_B=50select=0.75n=50p=200",4.8976,2.838,0,0.633137279352539,0.032
"split_gam30_B=50select=0.75n=50p=200",4.8976,2.838,0,0.633137279352539,0
"carve_gam5_B=50select=0.75n=100p=133",10.6622,4.9566,0,0.682647423070913,0.348
"split_gam5_B=50select=0.75n=100p=133",10.6622,4.9566,0,0.682647423070913,0
"carve_gam30_B=50select=0.75n=100p=133",10.6622,4.9566,0,0.682647423070913,0.424
"split_gam30_B=50select=0.75n=100p=133",10.6622,4.9566,0,0.682647423070913,0
"carve_gam5_B=50select=0.75n=200p=200",10.379,4.9994,0,0.674883936295339,0.998
"split_gam5_B=50select=0.75n=200p=200",10.379,4.9994,0,0.674883936295339,0.01
"carve_gam30_B=50select=0.75n=200p=200",10.379,4.9994,0,0.674883936295339,0.992
"split_gam30_B=50select=0.75n=200p=200",10.379,4.9994,0,0.674883936295339,0
"carve_gam5_B=50select=0.75n=600p=200",26.9428,5,0.04,0.843464302350144,1
"split_gam5_B=50select=0.75n=600p=200",26.9428,5,0,0.843464302350144,0
"carve_gam30_B=50select=0.75n=600p=200",26.9428,5,0,0.843464302350144,1
"split_gam30_B=50select=0.75n=600p=200",26.9428,5,0,0.843464302350144,0
"carve_gam5_B=50select=0.75n=50p=1000",6.2378,1.3242,0,0.825034617388489,0.008
"split_gam5_B=50select=0.75n=50p=1000",6.2378,1.3242,0,0.825034617388489,0
"carve_gam30_B=50select=0.75n=50p=1000",6.2378,1.3242,0,0.825034617388489,0.002
"split_gam30_B=50select=0.75n=50p=1000",6.2378,1.3242,0,0.825034617388489,0
"carve_gam5_B=50select=0.9n=100p=200",11.3166,4.042,0.01,0.736866872363809,0.132
"split_gam5_B=50select=0.9n=100p=200",11.3166,4.042,0,0.736866872363809,0
"carve_gam30_B=50select=0.9n=100p=200",11.3166,4.042,0,0.736866872363809,0.066
"split_gam30_B=50select=0.9n=100p=200",11.3166,4.042,0,0.736866872363809,0
"carve_gam5_B=50select=0.9n=50p=200",4.4806,3.2244,0,0.58149925587205,0.032
"split_gam5_B=50select=0.9n=50p=200",4.4806,3.2244,0,0.58149925587205,0
"carve_gam30_B=50select=0.9n=50p=200",4.4806,3.2244,0,0.58149925587205,0.028
"split_gam30_B=50select=0.9n=50p=200",4.4806,3.2244,0,0.58149925587205,0
"carve_gam5_B=50select=0.9n=100p=133",10.5494,4.9946,0,0.678656942814862,0.372
"split_gam5_B=50select=0.9n=100p=133",10.5494,4.9946,0,0.678656942814862,0
"carve_gam30_B=50select=0.9n=100p=133",10.5494,4.9946,0,0.678656942814862,0.424
"split_gam30_B=50select=0.9n=100p=133",10.5494,4.9946,0,0.678656942814862,0
"carve_gam5_B=50select=0.9n=200p=200",10.3378,5,0.01,0.673976672712739,0.996
"split_gam5_B=50select=0.9n=200p=200",10.3378,5,0,0.673976672712739,0
"carve_gam30_B=50select=0.9n=200p=200",10.3378,5,0.01,0.673976672712739,0.99
"split_gam30_B=50select=0.9n=200p=200",10.3378,5,0,0.673976672712739,0
"carve_gam5_B=50select=0.9n=600p=200",26.7658,5,0.02,0.84258786979551,1
"split_gam5_B=50select=0.9n=600p=200",26.7658,5,0,0.84258786979551,0
"carve_gam30_B=50select=0.9n=600p=200",26.7658,5,0,0.84258786979551,1
"split_gam30_B=50select=0.9n=600p=200",26.7658,5,0,0.84258786979551,0
"carve_gam5_B=50select=0.9n=50p=1000",5.6516,1.8642,0,0.752257647133619,0
"split_gam5_B=50select=0.9n=50p=1000",5.6516,1.8642,0,0.752257647133619,0
"carve_gam30_B=50select=0.9n=50p=1000",5.6516,1.8642,0,0.752257647133619,0
"split_gam30_B=50select=0.9n=50p=1000",5.6516,1.8642,0,0.752257647133619,0
"carve_gam5_B=50select=0.95n=100p=200",11.2542,4.1102,0,0.732563925415904,0.078
"split_gam5_B=50select=0.95n=100p=200",11.2542,4.1102,0,0.732563925415904,0
"carve_gam30_B=50select=0.95n=100p=200",11.2542,4.1102,0,0.732563925415904,0.032
"split_gam30_B=50select=0.95n=100p=200",11.2542,4.1102,0,0.732563925415904,0
"carve_gam5_B=50select=0.95n=50p=200",4.4208,3.2888,0,0.573335084437584,0.034
"split_gam5_B=50select=0.95n=50p=200",4.4208,3.2888,0,0.573335084437584,0
"carve_gam30_B=50select=0.95n=50p=200",4.4208,3.2888,0,0.573335084437584,0.03
"split_gam30_B=50select=0.95n=50p=200",4.4208,3.2888,0,0.573335084437584,0
"carve_gam5_B=50select=0.95n=100p=133",10.5468,4.9992,0,0.678398955785565,0.46
"split_gam5_B=50select=0.95n=100p=133",10.5468,4.9992,0,0.678398955785565,0
"carve_gam30_B=50select=0.95n=100p=133",10.5468,4.9992,0,0.678398955785565,0.38
"split_gam30_B=50select=0.95n=100p=133",10.5468,4.9992,0,0.678398955785565,0
"carve_gam5_B=50select=0.95n=200p=200",10.3194,5,0,0.673576195986649,0.984
"split_gam5_B=50select=0.95n=200p=200",10.3194,5,0,0.673576195986649,0
"carve_gam30_B=50select=0.95n=200p=200",10.3194,5,0,0.673576195986649,0.974
"split_gam30_B=50select=0.95n=200p=200",10.3194,5,0,0.673576195986649,0
"carve_gam5_B=50select=0.95n=600p=200",26.7216,5,0,0.842362225700207,0.994
"split_gam5_B=50select=0.95n=600p=200",26.7216,5,0,0.842362225700207,0
"carve_gam30_B=50select=0.95n=600p=200",26.7216,5,0,0.842362225700207,0.958
"split_gam30_B=50select=0.95n=600p=200",26.7216,5,0,0.842362225700207,0
"carve_gam5_B=50select=0.95n=50p=1000",5.546,1.9404,0.01,0.741560003912936,0.002
"split_gam5_B=50select=0.95n=50p=1000",5.546,1.9404,0,0.741560003912936,0
"carve_gam30_B=50select=0.95n=50p=1000",5.546,1.9404,0.01,0.741560003912936,0
"split_gam30_B=50select=0.95n=50p=1000",5.546,1.9404,0,0.741560003912936,0
"carve_gam5_B=50select=0.99n=100p=200",11.0158,4.3138,0,0.718642401624723,0.018
"split_gam5_B=50select=0.99n=100p=200",11.0158,4.3138,0,0.718642401624723,0
"carve_gam30_B=50select=0.99n=100p=200",11.0158,4.3138,0,0.718642401624723,0.012
"split_gam30_B=50select=0.99n=100p=200",11.0158,4.3138,0,0.718642401624723,0
"carve_gam5_B=50select=0.99n=50p=200",4.366,3.3046,0,0.569255826524846,0.042
"split_gam5_B=50select=0.99n=50p=200",4.366,3.3046,0,0.569255826524846,0
"carve_gam30_B=50select=0.99n=50p=200",4.366,3.3046,0,0.569255826524846,0.042
"split_gam30_B=50select=0.99n=50p=200",4.366,3.3046,0,0.569255826524846,0
"carve_gam5_B=50select=0.99n=100p=133",10.5492,4.9996,0,0.678402913235853,0.276
"split_gam5_B=50select=0.99n=100p=133",10.5492,4.9996,0,0.678402913235853,0
"carve_gam30_B=50select=0.99n=100p=133",10.5492,4.9996,0,0.678402913235853,0.194
"split_gam30_B=50select=0.99n=100p=133",10.5492,4.9996,0,0.678402913235853,0
"carve_gam5_B=50select=0.99n=200p=200",10.2896,5,0,0.672899509362792,0.962
"split_gam5_B=50select=0.99n=200p=200",10.2896,5,0,0.672899509362792,0
"carve_gam30_B=50select=0.99n=200p=200",10.2896,5,0,0.672899509362792,0.914
"split_gam30_B=50select=0.99n=200p=200",10.2896,5,0,0.672899509362792,0
"carve_gam5_B=50select=0.99n=600p=200",26.7832,5,0.01,0.842658656276521,0.506
"split_gam5_B=50select=0.99n=600p=200",26.7832,5,0,0.842658656276521,0
"carve_gam30_B=50select=0.99n=600p=200",26.7832,5,0.01,0.842658656276521,0.334
"split_gam30_B=50select=0.99n=600p=200",26.7832,5,0,0.842658656276521,0
"carve_gam5_B=50select=0.99n=50p=1000",5.3714,2.137,0,0.715381182764185,0
"split_gam5_B=50select=0.99n=50p=1000",5.3714,2.137,0,0.715381182764185,0
"carve_gam30_B=50select=0.99n=50p=1000",5.3714,2.137,0,0.715381182764185,0
"split_gam30_B=50select=0.99n=50p=1000",5.3714,2.137,0,0.715381182764185,0
